living_area_sqft,lot_area_sqft,overall_quality,year_built,renovation_year,bedrooms,bathrooms,garage_spaces,distance_downtown_km,school_score,crime_index,transit_score,energy_efficiency,mortgage_rate_pct,unemployment_rate_pct,neighborhood,home_type,condition,heating_type,sale_price
1892.7,10821.8,6,2021,2021,6,3.5,2.0,14.44,80.9,13.0,46.2,84.6,6.51,4.91,University,Detached,Average,Gas,854465.0
995.5,13504.1,7,1984,1984,4,1.5,3.0,10.09,63.4,23.4,51.7,57.4,4.69,4.74,SouthGate,Detached,Good,District,646794.0
2036.7,4399.0,7,1956,1956,3,2.0,2.0,14.02,88.8,36.2,75.9,52.6,6.12,5.22,SouthGate,Detached,Good,Gas,782760.0
1371.7,11313.1,9,1952,2025,2,1.0,2.0,8.11,83.8,5.5,66.6,18.6,5.03,5.17,LakeView,Detached,Poor,HeatPump,887394.0
1884.3,3994.4,8,1930,1930,7,1.5,2.0,4.23,58.7,11.9,90.2,14.2,6.66,7.95,WestPark,Duplex,Average,Gas,907307.0
2340.5,1981.6,6,1957,1957,2,1.5,1.0,6.42,66.8,20.3,81.0,52.3,3.46,8.65,SouthGate,Townhouse,Average,HeatPump,726063.0
2127.4,4596.3,8,1932,1971,5,2.0,1.0,13.03,75.5,63.1,60.3,31.6,5.2,3.59,OldTown,Detached,Average,HeatPump,791950.0
1883.8,11880.2,6,2003,2003,6,2.0,1.0,4.82,71.3,9.1,73.9,45.9,3.42,3.6,LakeView,Condo,Good,Gas,948164.0
2106.0,7147.4,5,2004,2021,2,1.5,1.0,9.49,91.5,11.9,77.0,72.9,4.98,6.21,EastMarket,Detached,Good,Gas,776362.0
2143.4,5223.1,4,1975,1975,1,2.0,2.0,2.08,53.8,4.9,73.0,48.3,5.19,2.71,WestPark,Detached,Good,Gas,713367.0
2912.7,7443.7,8,2022,2022,3,2.0,,5.73,72.3,10.6,87.6,65.0,7.58,4.7,University,Detached,Excellent,HeatPump,1140749.0
1628.8,7297.4,6,1931,1931,7,1.5,1.0,9.57,64.5,26.9,87.3,29.4,3.29,7.3,OldTown,Townhouse,Fair,Gas,566229.0
1756.1,10456.5,2,2013,2013,1,1.0,0.0,14.19,55.7,12.5,42.7,68.2,4.63,6.01,University,Detached,Poor,District,415061.0
2351.3,2737.5,7,1959,1959,2,3.0,3.0,9.76,93.3,21.7,73.8,35.6,7.14,3.11,EastMarket,Condo,Fair,Gas,677277.0
1369.5,6771.1,5,2000,2005,5,1.5,,8.38,67.8,15.0,59.3,51.7,6.38,8.62,Hillcrest,Detached,Fair,District,536233.0
993.4,7757.4,6,2015,2015,3,1.5,2.0,3.04,78.3,23.0,90.4,71.7,5.54,5.07,WestPark,Detached,Fair,Gas,686143.0
1990.1,3173.6,6,1933,1933,3,2.0,2.0,27.13,76.9,24.0,33.3,11.8,6.76,6.24,SouthGate,Townhouse,Excellent,Gas,575673.0
1525.8,3147.6,6,2009,2009,1,1.5,2.0,17.63,73.0,10.9,52.1,72.0,6.04,3.87,TechDistrict,Detached,Average,Electric,794431.0
1042.8,5784.9,10,2025,2025,7,2.5,2.0,9.33,90.5,15.9,54.0,55.2,4.31,4.44,Riverside,Detached,Average,Gas,839358.0
1995.7,7236.9,9,2000,2000,6,1.0,3.0,10.33,83.9,13.1,88.8,59.1,6.97,4.78,NorthHeights,Detached,Excellent,HeatPump,1024852.0
2842.3,7252.2,7,1935,1935,5,2.5,2.0,10.83,73.5,35.7,71.6,28.8,4.69,4.45,WestPark,Duplex,Average,HeatPump,961598.0
888.2,5156.6,7,2009,2009,6,2.5,1.0,1.59,67.2,16.4,73.1,57.7,5.39,4.37,SouthGate,Detached,Average,Gas,582338.0
2433.3,5031.3,8,1949,1992,2,1.5,2.0,7.28,75.5,23.8,62.6,37.8,5.24,2.89,OldTown,Detached,Excellent,Electric,1048874.0
629.2,5680.1,7,1929,1929,1,1.0,2.0,33.35,77.7,31.3,15.6,21.9,6.63,4.89,GreenValley,Townhouse,Average,Gas,368806.0
1417.2,8612.3,8,1988,1988,4,1.5,2.0,8.72,66.4,39.0,98.6,47.0,5.64,5.87,NorthHeights,Detached,Average,Gas,820659.0
3320.7,15193.3,7,1932,1932,3,2.5,1.0,5.45,72.5,6.9,93.1,26.5,5.94,2.49,Riverside,Townhouse,Average,District,997279.0
1456.5,1900.0,6,1980,1980,2,1.5,2.0,12.61,64.0,13.1,70.6,65.3,5.58,6.97,NorthHeights,Condo,Good,Gas,590841.0
1707.4,10463.4,8,1921,1921,4,1.5,2.0,9.53,69.9,33.1,66.9,22.5,5.44,7.29,NorthHeights,Detached,Average,Gas,812689.0
2204.9,6735.5,5,1998,2006,4,2.0,1.0,7.89,67.9,38.7,75.9,55.2,5.15,4.84,NorthHeights,Detached,Average,Gas,829914.0
859.4,9870.1,6,1933,1933,5,2.0,1.0,15.19,84.3,20.9,42.8,30.8,5.8,5.5,SouthGate,Detached,Good,District,532144.0
1695.8,14664.2,5,1991,1991,2,1.5,1.0,21.66,69.4,13.7,31.5,56.7,3.6,7.91,OldTown,Duplex,Average,HeatPump,626628.0
1690.8,4576.8,5,2007,2007,6,2.0,1.0,7.83,77.1,5.5,79.9,66.0,6.7,6.93,EastMarket,Townhouse,Excellent,Gas,702141.0
3348.3,12688.1,2,1930,1996,1,2.0,2.0,8.32,69.2,7.9,68.8,40.1,6.1,5.84,NorthHeights,Detached,Good,Gas,738405.0
1031.7,3392.8,7,1924,1924,3,3.0,3.0,9.84,88.2,9.0,54.4,49.7,4.63,4.75,TechDistrict,Townhouse,Average,HeatPump,790316.0
1427.3,7772.9,7,2013,2013,3,2.5,1.0,18.7,64.5,24.6,46.8,86.2,6.77,6.48,Hillcrest,Condo,Excellent,Gas,733595.0
1159.5,6225.0,8,1969,1969,7,2.5,1.0,1.97,70.2,16.3,82.8,65.9,3.59,6.38,GreenValley,Detached,Average,HeatPump,808016.0
1113.7,7402.7,4,1973,1973,7,2.0,1.0,9.74,72.1,8.8,69.5,37.9,6.1,3.68,NorthHeights,Detached,Good,HeatPump,544956.0
2532.5,3977.5,7,1946,1946,3,1.5,2.0,3.47,80.1,46.1,89.2,27.9,7.43,5.36,OldTown,Detached,Average,Gas,933696.0
1666.8,9357.8,6,1970,2010,3,1.5,2.0,10.23,78.1,38.3,85.3,62.7,5.06,7.52,WestPark,Condo,Average,Gas,499773.0
1336.0,18650.1,7,2008,2008,5,2.0,2.0,17.7,71.4,22.3,46.5,65.7,4.6,5.84,EastMarket,Detached,Poor,HeatPump,631006.0
1355.3,4018.7,5,2009,2009,4,1.5,1.0,3.24,92.1,15.7,90.6,72.6,6.46,6.78,EastMarket,Detached,Average,HeatPump,643490.0
1332.1,8067.7,6,2005,2019,4,2.0,1.0,11.02,79.1,8.4,83.8,61.0,3.81,5.69,SouthGate,Detached,Average,Gas,835782.0
1378.1,12032.4,4,1950,2023,3,1.5,1.0,16.32,73.8,16.8,64.4,,5.52,4.25,EastMarket,Detached,Good,Gas,647751.0
1020.5,6025.7,5,2001,2001,2,2.0,2.0,9.76,51.3,40.7,73.9,63.3,4.9,8.29,OldTown,Condo,Fair,Gas,422013.0
1495.5,16286.2,6,1967,1967,5,3.0,3.0,5.8,61.1,7.4,85.6,34.1,4.66,7.92,LakeView,Townhouse,Average,Gas,720207.0
1439.5,5563.7,6,1960,1960,1,1.0,1.0,12.46,49.1,24.4,73.5,42.5,7.8,7.38,WestPark,Condo,Average,HeatPump,505897.0
1237.2,6714.7,3,1954,1954,3,1.0,2.0,1.29,52.5,49.0,100.0,26.0,5.95,5.8,LakeView,Detached,Excellent,Gas,557936.0
1750.1,3967.7,5,2018,2018,4,1.5,2.0,2.61,78.5,7.9,54.7,84.3,3.38,6.97,Riverside,Detached,Good,HeatPump,756949.0
1807.5,7768.2,6,1938,1938,1,2.0,1.0,6.84,57.9,24.8,60.1,36.4,5.21,9.39,Riverside,Condo,Average,District,615609.0
1335.4,7213.1,9,2014,2014,2,1.5,2.0,7.93,79.5,25.0,69.9,67.4,6.32,8.01,LakeView,Condo,Average,Gas,862660.0
1562.1,10544.7,5,2016,2016,1,2.0,2.0,16.34,58.4,14.4,65.1,74.5,7.42,3.52,Hillcrest,Detached,Good,Gas,724838.0
3747.4,4915.3,7,1988,1988,2,2.5,2.0,5.84,75.0,35.7,78.1,57.3,5.43,6.98,TechDistrict,Detached,Average,HeatPump,1226314.0
3693.4,4782.1,5,1922,1922,4,2.0,2.0,7.06,58.5,31.6,74.7,26.5,4.53,3.9,SouthGate,Detached,Excellent,Gas,1037747.0
1105.4,9502.7,5,1984,2006,4,2.0,3.0,13.11,70.8,41.6,66.9,35.4,5.84,4.54,TechDistrict,Detached,Good,Electric,665906.0
1165.7,16649.8,5,1932,1987,4,2.0,2.0,21.04,,46.8,45.2,25.7,5.36,4.16,NorthHeights,Detached,Fair,Gas,518462.0
1103.2,10501.2,4,1955,2015,2,2.0,1.0,4.92,57.8,11.0,94.8,32.8,4.25,5.54,TechDistrict,Townhouse,Good,District,507358.0
2465.7,21813.5,5,1927,1973,5,3.0,1.0,7.58,50.3,14.0,82.5,20.7,5.83,5.65,NorthHeights,Detached,Average,HeatPump,791019.0
1418.1,10046.9,8,1998,1998,2,1.5,2.0,6.56,59.1,28.3,92.4,71.9,5.8,5.21,NorthHeights,Detached,Average,Gas,800460.0
1807.3,9832.1,5,1971,1975,4,1.5,2.0,9.44,65.0,11.7,46.0,69.2,6.0,5.7,NorthHeights,Detached,Good,Gas,695896.0
3524.1,10822.8,5,2019,2019,3,2.5,1.0,14.02,60.3,12.6,70.9,67.2,3.7,7.36,WestPark,Townhouse,Average,Gas,1008663.0
1643.5,17583.9,7,1992,2010,5,1.0,2.0,9.68,57.6,34.2,63.1,59.5,3.68,6.71,LakeView,Duplex,Average,District,750670.0
2157.9,15129.1,6,1953,1953,4,3.0,3.0,9.77,62.3,52.4,68.4,53.1,6.96,6.39,EastMarket,Detached,Good,Electric,734733.0
2010.8,3755.2,6,2002,2002,3,3.0,0.0,12.85,45.4,29.7,39.9,78.2,5.49,5.86,Downtown,Condo,Good,HeatPump,679781.0
1319.5,11639.8,7,1950,1950,2,2.5,1.0,8.28,,6.8,61.8,34.7,5.47,4.97,OldTown,Detached,Average,Gas,621827.0
2467.6,8442.6,4,1948,1948,5,1.0,3.0,3.06,64.0,41.7,83.3,47.0,4.87,5.1,WestPark,Condo,Average,Gas,652642.0
1194.7,6408.7,5,1947,1947,7,1.5,2.0,13.99,59.3,18.6,67.1,48.9,4.45,5.28,OldTown,Townhouse,Average,Gas,611926.0
2745.4,2485.1,8,1995,1995,2,2.0,3.0,3.62,64.0,18.6,95.4,69.5,7.33,3.13,LakeView,Detached,Average,HeatPump,1231511.0
1319.9,2857.6,6,2024,2024,2,2.0,1.0,14.81,59.1,45.1,53.0,62.6,3.55,4.3,EastMarket,Detached,Fair,HeatPump,597356.0
1376.0,5785.8,7,2010,2010,5,2.0,2.0,32.45,79.9,36.8,40.4,65.1,4.39,5.31,GreenValley,Detached,Good,Gas,688347.0
1091.1,2990.2,8,1977,1977,3,2.0,2.0,1.7,56.6,37.1,82.0,52.0,6.75,7.9,EastMarket,Condo,Poor,Electric,635367.0
1161.3,5858.1,8,1921,1921,3,2.5,2.0,1.83,61.8,10.3,62.3,30.5,6.41,4.35,LakeView,Condo,Average,HeatPump,745640.0
1403.0,11052.8,4,2022,2022,4,2.0,1.0,18.22,,16.3,69.3,77.5,3.29,5.68,NorthHeights,Detached,Average,District,540206.0
655.0,5081.0,6,1960,1960,4,1.5,3.0,5.42,80.8,13.1,70.7,52.9,3.94,7.53,EastMarket,Detached,Fair,Electric,586363.0
1510.0,7569.7,8,1985,1985,4,2.0,1.0,5.68,92.4,9.1,82.2,50.8,6.54,3.62,Downtown,Duplex,Average,Gas,959086.0
1360.4,3789.0,7,1964,1977,1,2.0,3.0,4.37,82.1,20.1,99.2,27.3,3.76,6.33,Hillcrest,Detached,Average,Gas,799696.0
2227.7,8613.6,7,1951,1951,4,1.5,2.0,3.02,65.4,16.6,96.4,35.7,4.94,5.32,SouthGate,Detached,Good,HeatPump,844091.0
1937.7,9766.5,3,1952,1952,4,2.0,3.0,13.02,67.9,25.1,100.0,46.0,4.76,5.01,Riverside,Detached,Average,HeatPump,549653.0
1261.0,3065.8,5,1982,1982,1,2.5,2.0,1.72,67.1,4.6,82.1,79.6,6.98,5.78,OldTown,Detached,Average,Gas,523239.0
1386.1,4585.7,6,1965,2004,2,2.0,1.0,5.45,64.4,18.2,88.8,47.1,5.17,7.55,OldTown,Duplex,Fair,HeatPump,642003.0
1509.3,3366.2,4,1936,1936,5,2.5,1.0,19.1,74.4,18.7,44.4,23.8,6.06,5.87,EastMarket,Detached,Good,Gas,499039.0
2902.1,9772.9,8,1960,1960,1,2.5,2.0,4.26,53.5,50.9,87.7,59.3,3.58,5.6,Downtown,Condo,Average,HeatPump,1231078.0
1207.2,7944.5,6,1967,1967,1,2.0,2.0,12.97,77.4,17.9,62.5,49.6,4.47,6.35,GreenValley,Detached,Average,Gas,632246.0
1255.2,,3,1986,1986,2,2.0,1.0,5.29,68.7,34.7,71.3,72.3,7.85,6.42,NorthHeights,Townhouse,Average,HeatPump,486595.0
1074.6,6666.6,5,1966,1978,6,2.5,0.0,10.56,56.0,27.9,80.3,49.6,4.64,5.61,SouthGate,Duplex,Fair,HeatPump,412865.0
939.5,8738.9,6,1940,1940,5,1.5,1.0,11.79,59.9,35.2,63.8,42.9,6.98,5.32,EastMarket,Condo,Average,Gas,329290.0
1854.2,8844.5,6,1981,1990,3,1.5,1.0,11.48,60.5,15.3,58.8,53.5,3.63,3.74,Downtown,Detached,Average,HeatPump,748092.0
1782.3,5348.1,9,2008,2008,7,1.0,2.0,5.89,86.9,8.0,71.5,73.5,4.23,7.09,OldTown,Condo,Excellent,Gas,880153.0
2686.5,4917.1,7,1961,1961,5,2.0,2.0,8.56,73.4,16.0,74.6,44.8,6.13,6.16,EastMarket,Townhouse,Average,Gas,854179.0
2451.0,6949.6,4,1987,1987,3,2.5,2.0,5.16,51.5,17.6,90.8,45.9,4.47,3.99,University,Townhouse,Fair,Gas,758384.0
4102.8,6425.3,4,1968,1968,3,3.5,2.0,5.34,70.4,15.3,72.5,56.0,6.19,6.01,EastMarket,Detached,Poor,Gas,818129.0
1604.3,24791.2,6,1951,1951,3,2.0,-0.0,16.44,61.7,24.3,29.2,33.3,5.08,3.78,GreenValley,Detached,Poor,District,564222.0
1494.5,5718.7,6,2012,2012,4,2.5,2.0,6.98,55.0,23.6,68.7,71.0,8.54,3.22,OldTown,Detached,Good,Gas,728284.0
1006.7,8566.7,8,2022,2022,2,2.0,3.0,3.18,83.1,5.3,64.1,83.2,5.22,3.86,Hillcrest,Detached,Fair,Gas,704691.0
2150.0,9522.3,9,1939,1977,5,1.5,2.0,3.49,79.8,37.2,68.2,17.7,7.09,2.91,Downtown,Detached,Good,Gas,1074249.0
1726.0,16683.1,9,1986,1986,3,2.5,1.0,26.67,74.8,33.4,40.7,63.6,6.18,4.62,Downtown,Detached,Poor,Gas,768745.0
2113.3,4425.4,5,2017,2017,3,1.5,1.0,16.67,86.3,22.0,53.2,82.0,5.42,5.04,Downtown,Condo,Average,Gas,729904.0
1070.3,16084.7,8,1976,1976,5,1.5,3.0,21.57,70.0,13.2,33.7,54.2,5.32,5.75,LakeView,Detached,Average,HeatPump,755292.0
1885.9,6590.6,7,1977,1993,2,2.5,2.0,9.42,57.0,61.9,71.5,60.5,5.11,4.95,Hillcrest,Detached,Excellent,Gas,803821.0
1783.8,32294.2,4,2021,2023,3,2.5,1.0,6.1,69.2,33.9,61.6,73.8,4.91,7.7,WestPark,Detached,Good,Gas,752543.0
1739.5,8949.9,3,1986,2011,5,2.0,1.0,5.33,74.9,17.3,66.6,49.5,5.63,8.97,EastMarket,Townhouse,Good,Electric,618248.0
1272.7,3444.3,6,2009,2009,7,1.5,1.0,4.85,78.1,22.8,96.0,54.9,3.62,7.27,University,Duplex,Average,Gas,656243.0
2592.7,6396.7,4,1931,1931,6,1.5,1.0,7.53,69.9,12.2,55.3,44.3,5.7,3.87,Riverside,Condo,Excellent,HeatPump,682673.0
3596.3,16052.1,5,1982,1982,5,3.0,2.0,4.37,55.7,8.9,74.8,57.0,5.74,5.07,University,Detached,Average,HeatPump,1038778.0
1082.0,7561.0,5,1935,1935,6,2.0,2.0,19.34,49.0,53.1,40.8,24.0,4.44,7.39,Hillcrest,Detached,Fair,Gas,398274.0
2169.6,6947.0,7,1941,1981,4,2.0,1.0,3.83,70.3,24.8,54.3,47.2,5.71,4.04,LakeView,Detached,Average,Gas,906282.0
552.8,11083.7,8,1997,1997,2,2.0,2.0,10.56,60.8,48.4,81.4,65.3,4.87,4.85,Downtown,Detached,Excellent,Electric,680066.0
2127.3,5853.7,6,2012,2016,4,2.0,3.0,8.77,62.0,16.4,96.9,79.6,5.75,5.06,Hillcrest,Condo,Average,Gas,738754.0
810.7,6344.8,5,2015,2015,2,1.5,1.0,7.03,63.0,16.1,73.5,70.4,7.38,5.1,NorthHeights,Condo,Excellent,Gas,574831.0
1351.6,4084.8,3,2001,2003,4,1.0,1.0,15.32,73.4,18.8,60.8,66.1,5.55,7.6,WestPark,Detached,Good,District,476050.0
1001.8,20315.3,7,1974,1974,7,1.5,2.0,8.56,81.8,40.5,74.8,34.8,5.72,5.1,EastMarket,Detached,Excellent,Electric,611590.0
1520.2,3457.4,6,1966,1966,7,1.5,1.0,4.29,48.6,33.1,100.0,35.3,5.71,2.58,University,Detached,Average,HeatPump,566537.0
2269.4,,5,1937,1986,2,2.0,1.0,9.69,77.4,32.3,69.0,34.2,4.73,6.46,LakeView,Duplex,Average,HeatPump,675357.0
814.6,9602.4,8,2003,2003,1,1.5,1.0,27.27,71.4,24.9,24.8,53.7,5.87,5.52,Riverside,Detached,Excellent,Gas,628769.0
1439.3,7141.3,4,2004,2004,4,2.0,1.0,4.99,56.2,8.3,66.4,,2.82,5.79,LakeView,Detached,Good,HeatPump,653529.0
1357.6,3393.2,5,1933,1933,3,1.5,3.0,8.41,67.0,47.3,64.0,29.0,4.54,5.2,Downtown,Townhouse,Average,Gas,560924.0
3008.9,3954.4,6,2017,2023,3,2.5,,3.49,63.1,34.3,100.0,66.7,6.89,6.91,Riverside,Detached,Average,HeatPump,1129144.0
1944.2,9851.2,5,1954,1993,2,2.0,1.0,17.9,56.9,28.0,45.1,,6.17,5.95,NorthHeights,Detached,Fair,Gas,537825.0
1054.9,4509.4,7,1991,1991,5,2.0,1.0,13.41,74.7,9.6,68.8,64.6,6.63,5.28,NorthHeights,Townhouse,Average,Gas,666133.0
1379.4,2076.9,7,1933,1933,2,1.5,2.0,22.21,77.4,20.4,17.6,37.0,3.55,5.86,SouthGate,Detached,Fair,District,584383.0
2980.5,9081.8,8,1939,1939,3,2.0,1.0,5.74,82.9,9.2,68.9,44.5,5.83,8.27,TechDistrict,Townhouse,Good,Gas,1182052.0
2164.6,4265.6,7,1984,1984,7,2.5,2.0,32.85,69.0,27.7,11.8,57.1,5.71,3.7,OldTown,Duplex,Excellent,District,696218.0
1164.0,10515.1,6,1963,1963,3,1.0,1.0,11.69,93.9,20.9,83.2,47.7,4.42,4.75,EastMarket,Detached,Average,Gas,574113.0
1490.8,6379.6,6,1922,1922,6,2.5,3.0,8.8,74.5,40.2,67.6,33.2,4.05,6.14,OldTown,Duplex,Good,Gas,620481.0
1509.0,6197.8,7,2019,2019,4,2.0,1.0,10.37,67.6,22.2,84.9,66.5,4.98,5.65,Downtown,Detached,Average,District,771762.0
1344.9,7429.2,6,2014,2014,7,2.0,2.0,7.39,81.6,30.9,76.1,53.2,5.95,6.16,TechDistrict,Detached,Good,HeatPump,799035.0
861.5,3636.4,6,1940,1940,2,2.0,2.0,15.42,55.7,22.6,54.1,31.9,4.8,7.02,TechDistrict,Townhouse,Good,District,531337.0
1275.4,4387.7,7,1988,2020,1,1.0,2.0,6.08,57.3,13.5,67.0,60.9,4.99,4.78,Riverside,Detached,Excellent,HeatPump,784181.0
2797.3,6160.3,6,1938,1938,1,2.5,0.0,5.13,70.6,12.3,77.4,29.0,3.19,5.39,Hillcrest,Detached,Excellent,Gas,973455.0
1427.5,3623.6,7,1996,2012,4,1.0,1.0,12.99,45.6,24.2,40.4,48.8,3.68,3.93,EastMarket,Detached,Average,Electric,610403.0
1586.5,11049.4,5,1994,1994,3,2.5,,6.04,60.9,43.2,76.0,47.2,4.3,6.19,NorthHeights,Detached,Good,Gas,654248.0
1740.5,5987.4,8,1999,1999,2,1.5,3.0,25.65,78.0,27.8,27.2,68.0,3.03,7.46,GreenValley,Detached,Excellent,Electric,910101.0
3833.1,3017.5,4,1977,1977,3,3.0,1.0,8.07,78.2,15.6,74.9,67.2,4.64,6.73,Riverside,Condo,Average,Gas,865827.0
1655.6,5148.3,7,1922,1922,5,1.5,3.0,8.31,69.2,56.3,63.5,47.0,5.41,7.43,EastMarket,Detached,Fair,Gas,591653.0
2500.5,7650.7,5,1941,1941,3,2.0,3.0,9.38,81.0,9.3,81.5,42.5,5.56,6.46,OldTown,Detached,Average,HeatPump,689961.0
1314.5,5509.2,8,2025,2025,3,2.0,2.0,4.12,57.1,10.0,86.9,76.3,5.68,5.95,GreenValley,Duplex,Average,HeatPump,712200.0
1495.1,9152.0,8,1985,2006,7,2.0,4.0,10.4,75.5,16.5,69.5,58.5,4.39,7.8,WestPark,Detached,Average,Gas,847199.0
1657.9,10160.5,6,1956,1973,6,2.0,1.0,10.44,80.0,32.1,49.8,33.9,5.19,5.22,OldTown,Detached,Good,District,715502.0
1229.5,30420.0,9,2019,2023,2,1.0,2.0,12.24,92.8,30.2,63.8,77.5,5.17,7.91,University,Townhouse,Good,Electric,970920.0
1527.1,14360.3,6,1965,1965,1,1.0,2.0,6.33,62.0,8.8,100.0,47.5,7.73,3.91,University,Townhouse,Excellent,Gas,766105.0
2312.3,2697.3,8,2010,2010,7,1.5,3.0,7.56,84.9,18.9,75.9,78.0,5.84,6.71,Hillcrest,Condo,Fair,Gas,965577.0
1217.3,5800.5,5,2005,2023,2,2.5,2.0,3.65,85.9,38.1,100.0,52.3,7.04,5.26,OldTown,Townhouse,Good,Electric,674796.0
1650.1,6135.5,7,1920,1920,5,1.5,2.0,0.31,61.7,8.8,98.6,22.6,5.76,4.3,OldTown,Detached,Good,HeatPump,818387.0
2160.0,,5,2018,2024,5,1.5,1.0,12.0,74.8,32.5,55.7,63.0,4.9,4.98,TechDistrict,Townhouse,Average,Gas,708522.0
1206.2,4112.1,6,2012,2012,2,2.5,2.0,14.3,60.7,36.5,61.2,95.5,6.47,7.11,EastMarket,Detached,Fair,HeatPump,485354.0
2501.9,5234.8,6,2025,2025,6,1.5,2.0,2.77,66.7,9.7,80.7,87.0,6.34,6.87,GreenValley,Detached,Excellent,Gas,1028008.0
1696.3,3412.5,8,1986,1986,4,2.5,3.0,1.64,90.2,13.4,100.0,52.5,4.74,5.4,NorthHeights,Condo,Fair,Gas,862606.0
1549.6,5016.4,5,1994,1999,2,1.5,3.0,11.17,52.9,21.6,66.4,55.8,4.84,3.99,GreenValley,Detached,Good,Electric,627221.0
769.3,5130.0,10,1948,1986,7,1.0,2.0,5.64,81.5,7.2,75.8,34.7,3.26,5.34,EastMarket,Detached,Average,HeatPump,773335.0
1431.6,5967.2,4,1936,2026,1,2.0,1.0,8.88,52.9,29.7,37.4,47.6,7.92,5.39,EastMarket,Townhouse,Average,Gas,460323.0
1900.2,3533.1,7,1929,1929,2,2.5,2.0,15.65,99.6,29.2,63.0,33.5,4.43,6.44,EastMarket,Townhouse,Average,HeatPump,592532.0
3202.7,12978.5,7,1938,1938,4,2.0,1.0,1.57,66.8,5.6,83.5,27.1,6.02,4.54,OldTown,Detached,Fair,District,1006123.0
2047.4,9558.3,7,2022,2022,6,1.0,3.0,6.84,72.0,11.0,72.1,73.5,5.69,3.8,OldTown,Townhouse,Fair,Gas,872353.0
2531.3,3018.6,5,1949,2024,3,2.0,1.0,8.57,76.2,19.3,63.2,29.7,4.53,4.5,LakeView,Detached,Poor,Gas,758118.0
1042.2,7313.1,7,1923,1923,4,1.5,2.0,10.53,65.2,7.9,82.9,19.3,5.88,7.03,Hillcrest,Townhouse,Average,Gas,612066.0
1572.4,2814.9,5,1992,1992,6,3.0,0.0,5.21,,30.2,86.1,53.8,4.97,7.69,OldTown,Detached,Fair,Gas,535251.0
2623.9,16109.9,9,1939,1983,3,1.5,1.0,2.09,81.8,72.6,81.9,35.8,7.03,3.18,LakeView,Detached,Average,Gas,1083765.0
1177.6,18964.1,5,1974,1974,3,1.5,2.0,5.84,77.7,24.5,73.7,34.9,6.03,6.15,TechDistrict,Townhouse,Average,HeatPump,652571.0
2381.1,6963.2,6,1991,2022,7,2.0,1.0,20.82,60.6,52.8,47.3,,5.83,6.91,NorthHeights,Detached,Average,Gas,762537.0
2180.2,4316.7,5,1980,2020,2,2.0,1.0,15.78,,31.2,54.3,53.1,7.14,5.95,NorthHeights,Detached,Good,Electric,628627.0
1831.6,4833.3,5,2000,2000,2,1.5,3.0,8.13,68.8,8.1,51.6,73.2,7.22,4.9,LakeView,Townhouse,Average,District,743057.0
1456.3,5484.0,4,1921,1921,3,1.5,2.0,6.14,73.3,12.3,100.0,52.6,7.3,10.37,Downtown,Detached,Good,District,668335.0
1134.3,6753.0,7,1948,1999,1,1.5,1.0,16.49,69.0,50.1,43.3,31.4,8.3,4.85,OldTown,Detached,Average,Gas,555263.0
3239.5,16384.9,5,1963,2011,2,2.5,0.0,11.09,55.4,20.6,45.6,57.0,6.55,5.93,SouthGate,Detached,Good,Gas,792255.0
2097.8,12774.4,5,1998,2003,3,2.5,2.0,9.77,49.5,34.8,82.9,55.7,6.42,6.48,WestPark,Townhouse,Fair,Gas,657785.0
1878.0,12893.0,5,1977,1977,4,2.0,3.0,17.6,,23.7,50.9,63.7,6.16,5.94,NorthHeights,Condo,Good,Electric,755474.0
1410.4,7975.9,7,2001,2010,2,1.5,-0.0,16.53,77.2,15.8,63.6,61.0,7.29,6.83,SouthGate,Detached,Average,Gas,614642.0
1673.9,3603.5,6,1998,1998,7,2.5,0.0,8.26,68.8,28.2,69.1,71.0,5.5,5.75,TechDistrict,Detached,Fair,Gas,697621.0
1756.6,4536.0,6,2005,2022,6,2.0,2.0,9.13,67.0,23.2,100.0,78.1,5.27,6.62,Downtown,Condo,Excellent,HeatPump,802168.0
1920.8,7467.2,5,1984,1992,5,2.0,1.0,9.89,64.9,47.2,65.1,46.7,6.83,7.0,GreenValley,Condo,Average,Gas,562480.0
2181.1,3502.3,7,1999,1999,3,1.5,2.0,5.48,73.8,17.5,81.5,56.1,7.68,4.36,Hillcrest,Detached,Excellent,HeatPump,934327.0
1225.6,8640.6,5,1992,1992,2,2.5,1.0,11.97,73.2,12.3,68.2,52.1,5.69,4.99,SouthGate,Detached,Average,Electric,592507.0
945.0,11671.6,6,1923,1923,7,1.5,3.0,2.06,,8.1,100.0,10.8,6.58,4.88,WestPark,Condo,Average,HeatPump,459213.0
1703.7,9987.0,6,1949,1949,5,2.5,1.0,2.37,42.7,10.6,72.5,64.7,5.78,7.41,TechDistrict,Detached,Poor,Gas,602433.0
849.4,9749.3,3,2014,2014,5,1.5,1.0,12.99,56.1,18.7,53.0,68.9,6.42,6.97,University,Detached,Good,Gas,341747.0
1459.0,2349.8,10,1929,1929,4,1.5,2.0,2.37,66.8,39.5,100.0,25.7,6.78,7.58,NorthHeights,Condo,Good,Gas,796385.0
1359.7,16024.1,7,1979,1979,6,1.0,2.0,31.05,54.7,37.4,12.8,60.7,3.68,4.77,Downtown,Townhouse,Good,HeatPump,569591.0
